car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Renault Kiger,Renault,Kiger,2012,2.21,152619,Diesel,Dealer,Manual,First Owner,17.4,,103.5,7
Maruti Wagon R,Maruti,Wagon R,2016,2.11,131667,Petrol,Individual,Automatic,Second Owner,16.5,1774.0,119.6,7
Honda City,Honda,City,2014,2.86,155314,Petrol,Dealer,Automatic,Second Owner,19.3,1165.0,67.0,5
Maruti Dzire,Maruti,Dzire,2022,5.24,84033,Diesel,Individual,Manual,First Owner,15.7,1610.0,108.6,7
Renault Duster,Renault,Duster,2018,2.87,96692,Petrol,Individual,Automatic,First Owner,16.1,1778.0,107.1,5
Toyota Fortuner,Toyota,Fortuner,2013,4.02,152200,Diesel,Individual,Automatic,First Owner,17.3,1188.0,78.7,5
Hyundai Verna,Hyundai,Verna,2015,2.85,140606,Diesel,Individual,Automatic,First Owner,15.9,1245.0,82.3,5
Kia Sonet,Kia,Sonet,2012,3.41,150768,Petrol,Trustmark Dealer,Manual,Second Owner,16.2,1457.0,93.4,7
Maruti Baleno,Maruti,Baleno,2018,3.15,65498,Diesel,Dealer,Automatic,First Owner,22.6,905.0,62.5,5
Honda Jazz,Honda,Jazz,2024,7.09,39987,Petrol,Individual,Manual,Second Owner,15.7,1239.0,79.6,5
Ford Endeavour,Ford,Endeavour,2019,3.49,84953,CNG,Individual,Manual,First Owner,11.7,1950.0,117.7,5
Maruti Wagon R,Maruti,Wagon R,2023,4.35,82151,CNG,Dealer,Automatic,Second Owner,20.5,1025.0,81.9,7
Toyota Innova,Toyota,Innova,2021,7.31,77530,Petrol,Individual,Manual,First Owner,15.8,1499.0,97.6,5
Renault Kiger,Renault,Kiger,2023,5.16,90011,Petrol,Individual,Automatic,First Owner,18.3,,90.1,5
Maruti Wagon R,Maruti,Wagon R,2016,1.8,139435,Petrol,Dealer,Manual,Second Owner,20.6,1143.0,72.7,5
Honda Jazz,Honda,Jazz,2024,9.27,84881,Electric,Individual,Manual,First Owner,18.8,1278.0,82.0,5
Hyundai Grand i10,Hyundai,Grand i10,2015,2.36,143521,Petrol,Individual,Automatic,First Owner,13.7,1813.0,109.6,5
Ford Figo,Ford,Figo,2017,2.9,81186,Diesel,Individual,Manual,Second Owner,19.8,1394.0,97.8,5
Maruti Swift,Maruti,Swift,2020,3.07,95117,CNG,Individual,Manual,First Owner,18.4,1448.0,88.6,5
Kia Seltos,Kia,Seltos,2015,3.67,103634,Petrol,Dealer,Manual,First Owner,15.3,1760.0,93.8,5
Kia EV6,Kia,EV6,2015,3.7,80720,Diesel,Dealer,Manual,First Owner,18.9,1099.0,75.9,5
Maruti Dzire,Maruti,Dzire,2013,2.0,123675,Petrol,Trustmark Dealer,Manual,First Owner,21.1,,58.6,5
Hyundai i20,Hyundai,i20,2012,2.7,165644,Diesel,Individual,Manual,First Owner,14.3,1819.0,110.4,5
Toyota Etios,Toyota,Etios,2018,5.75,107636,Petrol,Dealer,Automatic,Second Owner,14.8,1248.0,90.9,5
Ford Endeavour,Ford,Endeavour,2024,8.32,102891,Electric,Trustmark Dealer,Automatic,First Owner,18.1,1513.0,76.3,7
Tata Nexon,Tata,Nexon,2014,2.54,127399,Petrol,Dealer,Automatic,First Owner,21.2,933.0,78.9,5
Maruti Dzire,Maruti,Dzire,2017,2.09,157851,Petrol,Trustmark Dealer,Manual,First Owner,13.0,,96.9,7
Maruti Baleno,Maruti,Baleno,2024,5.18,62405,Diesel,Trustmark Dealer,Manual,First Owner,21.5,816.0,54.9,5
Mahindra Bolero,Mahindra,Bolero,2022,7.06,71994,Diesel,Dealer,Manual,Second Owner,21.7,1222.0,78.6,5
Tata Harrier,Tata,Harrier,2012,2.42,108353,Diesel,Trustmark Dealer,Automatic,First Owner,17.3,973.0,72.6,5
Kia EV6,Kia,EV6,2018,4.17,121932,Diesel,Dealer,Manual,First Owner,19.9,893.0,68.4,5
Honda City,Honda,City,2013,3.43,118953,Petrol,Individual,Automatic,First Owner,18.6,1094.0,70.1,7
Kia Carens,Kia,Carens,2015,3.32,102764,Diesel,Trustmark Dealer,Manual,Second Owner,23.9,800.0,46.1,5
Maruti Wagon R,Maruti,Wagon R,2015,1.74,145187,Petrol,Dealer,Manual,First Owner,,800.0,75.9,7
Maruti Wagon R,Maruti,Wagon R,2019,2.62,116480,Petrol,Individual,Automatic,First Owner,15.1,1474.0,103.7,5
Kia Carens,Kia,Carens,2014,3.09,148405,CNG,Individual,Manual,Second Owner,,1322.0,89.0,7
Mahindra XUV500,Mahindra,XUV500,2015,3.02,109031,Diesel,Individual,Automatic,First Owner,25.0,824.0,61.7,5
Hyundai i20,Hyundai,i20,2014,2.65,122378,Petrol,Dealer,Automatic,First Owner,16.0,1392.0,96.5,5
Hyundai i20,Hyundai,i20,2016,2.61,109183,Petrol,Individual,Manual,Second Owner,20.0,,70.0,5
Tata Tiago,Tata,Tiago,2020,3.9,101715,CNG,Individual,Manual,Second Owner,18.0,1453.0,78.2,5
Tata Altroz,Tata,Altroz,2017,2.06,138178,Petrol,Individual,Manual,First Owner,17.3,1160.0,76.0,5
Maruti Dzire,Maruti,Dzire,2016,1.94,118599,Petrol,Individual,Automatic,Second Owner,22.5,1086.0,71.1,5
Kia Sonet,Kia,Sonet,2018,4.98,140947,Petrol,Trustmark Dealer,Automatic,First Owner,17.6,1168.0,77.9,5
Hyundai Creta,Hyundai,Creta,2019,4.41,110738,Petrol,Individual,Manual,Third Owner,10.6,2096.0,136.4,5
Ford EcoSport,Ford,EcoSport,2012,2.74,131334,Petrol,Individual,Automatic,First Owner,18.8,934.0,52.0,5
Maruti Baleno,Maruti,Baleno,2023,4.47,83231,Electric,Individual,Manual,First Owner,19.2,1279.0,74.6,5
Maruti Dzire,Maruti,Dzire,2023,4.81,102530,Petrol,Dealer,Manual,First Owner,15.2,1473.0,90.6,5
Toyota Glanza,Toyota,Glanza,2019,7.19,134962,Petrol,Dealer,Automatic,Second Owner,20.8,863.0,63.7,5
Hyundai Creta,Hyundai,Creta,2019,3.61,117111,Diesel,Individual,Automatic,Third Owner,21.7,800.0,65.7,5
Toyota Fortuner,Toyota,Fortuner,2021,9.24,78564,Diesel,Individual,Manual,First Owner,17.1,990.0,82.5,5
Maruti Wagon R,Maruti,Wagon R,2017,2.23,99232,Diesel,Trustmark Dealer,Manual,First Owner,15.7,1466.0,93.3,5
Mahindra Thar,Mahindra,Thar,2016,2.88,123173,Diesel,Dealer,Manual,First Owner,19.7,1080.0,81.0,5
Volkswagen Taigun,Volkswagen,Taigun,2016,2.55,147327,Diesel,Dealer,Manual,First Owner,20.2,1119.0,82.2,5
Kia Seltos,Kia,Seltos,2014,3.75,133042,Diesel,Individual,Manual,Second Owner,15.5,1519.0,102.9,7
Maruti Baleno,Maruti,Baleno,2022,5.12,81499,Diesel,Trustmark Dealer,Automatic,First Owner,20.2,918.0,65.3,7
Hyundai Verna,Hyundai,Verna,2016,2.91,111630,Diesel,Dealer,Manual,Third Owner,17.9,1169.0,76.1,5
Tata Nexon,Tata,Nexon,2015,2.02,109786,Diesel,Individual,Manual,Second Owner,22.0,800.0,50.5,5
Honda Jazz,Honda,Jazz,2024,7.54,54933,Petrol,Trustmark Dealer,Automatic,First Owner,18.7,1312.0,78.1,5
Hyundai Grand i10,Hyundai,Grand i10,2018,3.47,100479,Diesel,Dealer,Manual,First Owner,17.1,1280.0,88.2,5
Maruti Baleno,Maruti,Baleno,2020,3.71,122298,Diesel,Dealer,Manual,Third Owner,17.7,1478.0,95.9,5
Tata Harrier,Tata,Harrier,2015,1.88,111726,Petrol,Dealer,Automatic,Second Owner,19.7,800.0,55.7,5
Hyundai Verna,Hyundai,Verna,2015,2.41,118157,CNG,Individual,Manual,Second Owner,19.6,,82.6,7
Tata Harrier,Tata,Harrier,2021,3.86,58961,Petrol,Individual,Manual,First Owner,21.5,800.0,57.4,5
Maruti Swift,Maruti,Swift,2017,1.76,119765,Petrol,Individual,Manual,First Owner,23.6,1114.0,69.0,5
Hyundai Verna,Hyundai,Verna,2013,2.59,160066,CNG,Dealer,Manual,Second Owner,14.8,1719.0,107.4,7
Toyota Innova,Toyota,Innova,2022,8.18,107238,Petrol,Individual,Manual,First Owner,18.7,1088.0,81.4,5
Tata Harrier,Tata,Harrier,2017,1.88,108474,Petrol,Individual,Manual,Second Owner,19.3,800.0,50.8,5
Hyundai Creta,Hyundai,Creta,2020,4.21,97135,Petrol,Trustmark Dealer,Manual,Second Owner,17.6,962.0,69.6,5
Honda WR-V,Honda,WR-V,2016,3.44,107121,CNG,Individual,Automatic,First Owner,19.6,800.0,58.6,7
Volkswagen Polo,Volkswagen,Polo,2019,3.14,102616,Petrol,Dealer,Manual,First Owner,21.9,800.0,52.9,5
Tata Tiago,Tata,Tiago,2022,5.32,78407,Diesel,Individual,Manual,First Owner,18.5,1435.0,91.6,5
Toyota Innova,Toyota,Innova,2023,11.49,66281,Diesel,Individual,Manual,Second Owner,21.1,800.0,46.4,5
Mahindra XUV500,Mahindra,XUV500,2014,3.24,126530,Diesel,Individual,Automatic,First Owner,17.1,1309.0,87.9,5
Honda Amaze,Honda,Amaze,2020,5.26,94442,CNG,Individual,Manual,First Owner,17.3,1209.0,70.6,5
Kia Seltos,Kia,Seltos,2023,9.37,58528,Diesel,Individual,Automatic,Third Owner,17.5,1014.0,79.3,5
Volkswagen Polo,Volkswagen,Polo,2020,4.97,79165,Petrol,Individual,Manual,Second Owner,16.8,1280.0,84.7,5
Maruti Swift,Maruti,Swift,2013,2.36,167561,Electric,Dealer,Automatic,First Owner,,872.0,58.4,7
Tata Nexon,Tata,Nexon,2014,2.0,183132,Petrol,Individual,Manual,Second Owner,19.4,1494.0,106.5,5
Ford Figo,Ford,Figo,2014,2.13,97003,Petrol,Individual,Manual,First Owner,23.4,956.0,59.3,5
Mahindra Bolero,Mahindra,Bolero,2013,2.66,102291,Petrol,Individual,Manual,Third Owner,15.2,1065.0,67.6,5
Tata Tiago,Tata,Tiago,2021,3.77,56942,Diesel,Individual,Manual,Second Owner,19.9,1023.0,56.6,5
Maruti Dzire,Maruti,Dzire,2024,6.0,56227,Petrol,Individual,Automatic,First Owner,17.5,1441.0,104.7,5
Honda Amaze,Honda,Amaze,2018,3.74,117207,Diesel,Individual,Manual,First Owner,17.7,1391.0,106.5,5
Maruti Swift,Maruti,Swift,2019,2.75,104007,Petrol,Dealer,Manual,First Owner,19.4,800.0,45.6,5
Volkswagen Virtus,Volkswagen,Virtus,2022,5.48,75284,Petrol,Dealer,Manual,First Owner,19.9,1289.0,79.4,5
Honda Jazz,Honda,Jazz,2017,3.09,115636,Petrol,Dealer,Manual,First Owner,21.4,800.0,59.6,5
Ford EcoSport,Ford,EcoSport,2018,3.35,82274,Diesel,Dealer,Manual,First Owner,21.1,1081.0,70.3,5
Renault Kwid,Renault,Kwid,2019,3.29,85629,Petrol,Individual,Automatic,Third Owner,17.1,1162.0,78.7,5
Toyota Etios,Toyota,Etios,2015,4.56,116557,Petrol,Individual,Automatic,First Owner,16.3,1077.0,73.3,5
Toyota Innova,Toyota,Innova,2012,4.97,101647,Petrol,Individual,Manual,Second Owner,18.2,1375.0,93.9,5
Volkswagen Taigun,Volkswagen,Taigun,2019,4.63,65451,Petrol,Dealer,Automatic,First Owner,15.0,1452.0,87.2,5
Renault Duster,Renault,Duster,2022,4.73,46825,Diesel,Individual,Manual,First Owner,21.9,929.0,67.6,5
Renault Kiger,Renault,Kiger,2012,1.88,153310,Petrol,Individual,Manual,First Owner,15.7,917.0,56.5,5
Maruti Baleno,Maruti,Baleno,2014,1.92,128897,Petrol,Trustmark Dealer,Manual,First Owner,17.5,1187.0,77.0,7
Honda Amaze,Honda,Amaze,2015,2.47,130443,CNG,Individual,Manual,First Owner,19.3,800.0,,5
Hyundai Verna,Hyundai,Verna,2022,5.63,31027,Petrol,Individual,Manual,First Owner,18.6,1033.0,68.6,5
Renault Kiger,Renault,Kiger,2018,2.85,64861,Petrol,Trustmark Dealer,Manual,Second Owner,16.2,1672.0,102.4,5
Toyota Etios,Toyota,Etios,2018,6.64,112090,Diesel,Individual,Automatic,First Owner,21.3,800.0,66.5,5
Tata Harrier,Tata,Harrier,2020,4.7,23369,Diesel,Individual,Manual,First Owner,20.3,1081.0,74.0,5
Maruti Baleno,Maruti,Baleno,2015,1.83,143941,Diesel,Individual,Manual,Second Owner,21.0,993.0,70.6,5
Hyundai Creta,Hyundai,Creta,2021,5.85,37887,Petrol,Individual,Manual,First Owner,14.1,1902.0,119.4,7
Ford EcoSport,Ford,EcoSport,2012,2.17,155053,Petrol,Trustmark Dealer,Manual,First Owner,23.6,1012.0,53.6,7
Hyundai Creta,Hyundai,Creta,2013,2.84,110451,Petrol,Dealer,Automatic,First Owner,22.0,1032.0,55.8,5
Maruti Dzire,Maruti,Dzire,2022,4.03,94575,Petrol,Individual,Manual,First Owner,19.7,839.0,58.6,7
Kia Seltos,Kia,Seltos,2020,4.46,155079,Petrol,Individual,Manual,First Owner,18.0,1203.0,83.4,5
Volkswagen Polo,Volkswagen,Polo,2014,2.37,73490,Electric,Individual,Manual,First Owner,17.1,1295.0,84.3,5
Maruti Wagon R,Maruti,Wagon R,2017,2.3,119298,Diesel,Dealer,Automatic,First Owner,20.8,890.0,57.0,5
Hyundai Grand i10,Hyundai,Grand i10,2012,2.48,96720,Petrol,Individual,Manual,First Owner,14.5,1546.0,98.1,5
Mahindra Thar,Mahindra,Thar,2020,4.67,93888,Petrol,Individual,Automatic,First Owner,16.2,1295.0,83.6,7
Ford Endeavour,Ford,Endeavour,2021,4.7,73451,Diesel,Dealer,Manual,Third Owner,12.3,1498.0,103.6,7
Toyota Etios,Toyota,Etios,2015,4.4,119855,Petrol,Dealer,Manual,First Owner,18.2,1085.0,80.5,7
Hyundai Creta,Hyundai,Creta,2016,2.73,90442,Petrol,Trustmark Dealer,Manual,First Owner,20.0,1285.0,81.2,5
Hyundai Creta,Hyundai,Creta,2015,2.6,134171,Petrol,Dealer,Manual,Second Owner,18.4,1125.0,76.5,5
Maruti Baleno,Maruti,Baleno,2017,2.4,72136,Diesel,Individual,Manual,First Owner,15.3,1710.0,111.3,5
Ford EcoSport,Ford,EcoSport,2015,2.21,144316,Diesel,Dealer,Manual,First Owner,,1241.0,86.7,5
Maruti Baleno,Maruti,Baleno,2015,2.07,107996,Petrol,Trustmark Dealer,Manual,Second Owner,16.3,1203.0,94.4,7
Maruti Swift,Maruti,Swift,2017,2.23,73140,Petrol,Individual,Manual,Second Owner,19.3,1040.0,72.0,5
Ford Endeavour,Ford,Endeavour,2023,5.68,100088,Diesel,Individual,Manual,First Owner,21.1,1019.0,80.4,5
Mahindra Thar,Mahindra,Thar,2021,5.9,76518,Diesel,Individual,Manual,First Owner,18.5,1283.0,76.3,5
Volkswagen Virtus,Volkswagen,Virtus,2015,2.65,158967,Diesel,Trustmark Dealer,Manual,Third Owner,18.7,1487.0,91.7,5
Tata Tiago,Tata,Tiago,2024,5.21,85369,Petrol,Trustmark Dealer,Manual,First Owner,22.2,960.0,50.7,5
Honda Amaze,Honda,Amaze,2014,3.14,105940,Diesel,Dealer,Manual,Second Owner,19.4,1244.0,84.6,5
Tata Tiago,Tata,Tiago,2023,6.27,63130,CNG,Individual,Automatic,First Owner,16.6,1264.0,,5
Hyundai Grand i10,Hyundai,Grand i10,2016,2.65,113162,Diesel,Trustmark Dealer,Manual,First Owner,17.0,1325.0,67.4,7
Honda Jazz,Honda,Jazz,2019,4.24,124578,Petrol,Individual,Manual,Second Owner,24.4,800.0,60.5,5
Tata Nexon,Tata,Nexon,2014,2.01,133125,Diesel,Individual,Manual,Third Owner,20.8,876.0,68.0,5
Toyota Glanza,Toyota,Glanza,2021,8.4,81878,Petrol,Dealer,Automatic,First Owner,20.9,800.0,63.4,5
Kia Seltos,Kia,Seltos,2016,3.33,106102,Petrol,Dealer,Manual,First Owner,16.5,1212.0,72.1,5
Mahindra Scorpio,Mahindra,Scorpio,2023,7.09,63887,Petrol,Dealer,Manual,Second Owner,19.9,885.0,69.9,5
Maruti Wagon R,Maruti,Wagon R,2013,1.92,158701,CNG,Individual,Manual,First Owner,20.7,1026.0,71.5,7
Tata Tiago,Tata,Tiago,2018,2.6,97581,Petrol,Individual,Manual,Second Owner,20.6,800.0,63.7,5
Maruti Dzire,Maruti,Dzire,2014,2.63,114810,CNG,Individual,Automatic,First Owner,18.1,,72.2,7
Hyundai Grand i10,Hyundai,Grand i10,2023,5.87,52580,Petrol,Individual,Manual,First Owner,19.9,807.0,62.4,5
Hyundai Creta,Hyundai,Creta,2017,2.92,91817,Petrol,Dealer,Manual,Second Owner,19.2,1465.0,104.4,5
Maruti Swift,Maruti,Swift,2020,3.49,53653,Petrol,Individual,Manual,Third Owner,18.7,1368.0,88.6,5
Volkswagen Virtus,Volkswagen,Virtus,2023,7.37,48491,Diesel,Individual,Automatic,First Owner,19.1,1253.0,86.2,5
Honda WR-V,Honda,WR-V,2018,3.4,130465,Petrol,Individual,Automatic,Second Owner,19.8,,85.2,5
Kia Sonet,Kia,Sonet,2012,3.98,131954,Petrol,Dealer,Automatic,First Owner,18.2,800.0,57.9,5
Maruti Wagon R,Maruti,Wagon R,2014,1.85,138997,Petrol,Dealer,Automatic,First Owner,19.8,1040.0,63.2,5
Maruti Dzire,Maruti,Dzire,2014,1.93,68967,Petrol,Individual,Automatic,First Owner,22.0,933.0,71.7,5
Tata Nexon,Tata,Nexon,2023,4.89,77502,Petrol,Individual,Manual,Second Owner,17.3,1287.0,97.3,5
Maruti Dzire,Maruti,Dzire,2023,5.29,61450,Petrol,Trustmark Dealer,Manual,First Owner,19.1,1417.0,103.2,5
Hyundai Verna,Hyundai,Verna,2018,3.7,86908,Petrol,Individual,Manual,First Owner,18.8,1314.0,93.0,5
Mahindra XUV500,Mahindra,XUV500,2023,6.69,68981,Electric,Individual,Manual,Second Owner,17.5,1642.0,86.6,5
Hyundai i20,Hyundai,i20,2015,2.71,106091,Petrol,Individual,Manual,First Owner,19.5,1001.0,65.0,5
Maruti Wagon R,Maruti,Wagon R,2020,2.95,37774,Petrol,Trustmark Dealer,Manual,First Owner,21.3,987.0,64.6,5
Honda Amaze,Honda,Amaze,2017,2.84,124289,Petrol,Dealer,Manual,First Owner,13.4,1563.0,101.3,5
Honda Jazz,Honda,Jazz,2015,2.44,122346,Petrol,Individual,Manual,Second Owner,18.1,1258.0,97.7,5
Toyota Etios,Toyota,Etios,2015,4.63,110093,Diesel,Individual,Manual,First Owner,20.2,1114.0,67.6,5
Tata Tiago,Tata,Tiago,2017,2.7,82743,Petrol,Individual,Manual,Second Owner,15.3,1846.0,134.5,5
Renault Triber,Renault,Triber,2016,2.38,78163,Petrol,Individual,Manual,First Owner,19.4,1402.0,89.1,5
Maruti Wagon R,Maruti,Wagon R,2014,1.89,128425,Diesel,Individual,Manual,First Owner,18.4,1133.0,71.2,5
Tata Altroz,Tata,Altroz,2016,2.06,145995,Petrol,Individual,Manual,Second Owner,18.6,960.0,74.6,5
Ford Figo,Ford,Figo,2013,2.08,134469,CNG,Individual,Manual,First Owner,12.5,1664.0,113.9,5
Renault Triber,Renault,Triber,2024,6.14,28079,Electric,Individual,Manual,First Owner,17.4,1272.0,90.2,5
Tata Tiago,Tata,Tiago,2016,2.62,115452,Petrol,Individual,Automatic,First Owner,19.3,1209.0,75.3,7
Honda Jazz,Honda,Jazz,2013,2.75,128826,Petrol,Individual,Manual,First Owner,18.5,1437.0,98.1,5
Maruti Wagon R,Maruti,Wagon R,2019,2.83,110008,Petrol,Dealer,Manual,First Owner,13.8,1508.0,89.7,5
Maruti Baleno,Maruti,Baleno,2023,5.51,78348,Petrol,Individual,Automatic,Third Owner,19.6,1392.0,85.2,5
Maruti Wagon R,Maruti,Wagon R,2016,2.13,44811,Petrol,Dealer,Automatic,First Owner,14.7,1509.0,97.2,5
Ford Endeavour,Ford,Endeavour,2022,5.7,83495,Diesel,Trustmark Dealer,Manual,First Owner,17.2,1358.0,83.1,5
Hyundai Verna,Hyundai,Verna,2019,3.65,68923,Petrol,Trustmark Dealer,Manual,First Owner,16.1,1394.0,100.1,5
Ford Figo,Ford,Figo,2021,5.4,46721,Petrol,Individual,Manual,First Owner,20.6,944.0,62.3,5
Maruti Baleno,Maruti,Baleno,2015,2.05,112853,Petrol,Individual,Manual,First Owner,15.0,1834.0,114.1,5
Renault Duster,Renault,Duster,2012,2.37,145541,Electric,Dealer,Manual,Third Owner,21.9,800.0,52.0,5
Renault Duster,Renault,Duster,2016,2.32,74403,CNG,Individual,Automatic,First Owner,21.4,1308.0,95.2,7
Maruti Baleno,Maruti,Baleno,2024,6.27,74000,Petrol,Individual,Automatic,Second Owner,21.4,800.0,53.7,7
Maruti Swift,Maruti,Swift,2022,4.98,88293,Diesel,Individual,Manual,First Owner,17.4,1166.0,88.3,5
Maruti Wagon R,Maruti,Wagon R,2022,4.31,72533,Petrol,Dealer,Manual,First Owner,20.4,1000.0,,7
Renault Kiger,Renault,Kiger,2023,6.52,45912,Diesel,Dealer,Automatic,Second Owner,22.0,1248.0,80.1,5
Hyundai i20,Hyundai,i20,2016,3.01,88953,Diesel,Individual,Automatic,First Owner,,1320.0,87.8,5
Honda Jazz,Honda,Jazz,2016,2.54,133070,CNG,Trustmark Dealer,Automatic,Second Owner,,865.0,58.8,5
Tata Tiago,Tata,Tiago,2024,6.67,25253,Petrol,Dealer,Manual,Second Owner,15.2,1190.0,84.8,5
Volkswagen Virtus,Volkswagen,Virtus,2019,3.48,114418,Petrol,Individual,Manual,Second Owner,16.4,1688.0,106.3,5
Honda WR-V,Honda,WR-V,2015,3.71,113365,Electric,Individual,Automatic,First Owner,20.0,800.0,55.7,5
Honda Amaze,Honda,Amaze,2015,3.18,114891,Petrol,Individual,Automatic,First Owner,18.6,901.0,64.9,5
Mahindra Bolero,Mahindra,Bolero,2023,7.52,27422,Petrol,Trustmark Dealer,Manual,First Owner,16.6,,84.9,7
Maruti Dzire,Maruti,Dzire,2012,1.97,133272,Diesel,Dealer,Manual,Third Owner,18.4,1227.0,81.9,5
Renault Triber,Renault,Triber,2012,2.22,149998,Diesel,Dealer,Manual,First Owner,,1253.0,89.1,5
Maruti Baleno,Maruti,Baleno,2021,4.27,48598,Diesel,Dealer,Manual,First Owner,,1558.0,101.8,5
Tata Tiago,Tata,Tiago,2012,2.33,147469,Diesel,Individual,Automatic,First Owner,19.5,922.0,73.3,7
Kia Sonet,Kia,Sonet,2014,3.13,125458,Diesel,Trustmark Dealer,Manual,First Owner,20.7,1018.0,68.0,5
Ford Endeavour,Ford,Endeavour,2024,6.91,44337,Petrol,Trustmark Dealer,Manual,First Owner,20.0,975.0,65.0,5
Ford Aspire,Ford,Aspire,2017,2.64,122802,Diesel,Dealer,Manual,First Owner,19.8,1078.0,65.4,5
Hyundai Grand i10,Hyundai,Grand i10,2021,7.01,29550,Diesel,Individual,Manual,First Owner,17.7,1669.0,103.5,5
Tata Harrier,Tata,Harrier,2018,3.07,105126,CNG,Individual,Automatic,Second Owner,21.7,800.0,74.7,5
Tata Nexon,Tata,Nexon,2013,2.05,165627,Petrol,Individual,Manual,First Owner,20.5,800.0,61.2,5
Honda WR-V,Honda,WR-V,2014,2.52,155178,Petrol,Individual,Manual,First Owner,16.4,800.0,54.3,5
Tata Altroz,Tata,Altroz,2021,5.3,86575,Diesel,Dealer,Automatic,First Owner,16.6,1691.0,100.0,7
Hyundai Verna,Hyundai,Verna,2013,2.27,123363,Petrol,Dealer,Manual,First Owner,17.7,985.0,56.4,5
Hyundai Verna,Hyundai,Verna,2019,3.85,77012,Petrol,Trustmark Dealer,Manual,First Owner,18.8,1086.0,68.1,5
Hyundai i20,Hyundai,i20,2016,2.86,103835,Diesel,Individual,Manual,First Owner,21.3,800.0,65.1,5
Tata Harrier,Tata,Harrier,2016,2.12,122463,Petrol,Individual,Manual,First Owner,21.5,1108.0,72.5,5
Maruti Baleno,Maruti,Baleno,2024,5.6,40740,Petrol,Individual,Manual,Second Owner,20.3,1503.0,90.0,5
Kia Sonet,Kia,Sonet,2019,5.16,107663,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1289.0,79.1,7
Toyota Glanza,Toyota,Glanza,2019,5.95,137929,Petrol,Dealer,Manual,First Owner,15.9,1162.0,84.1,5
Maruti Wagon R,Maruti,Wagon R,2016,2.17,109138,Diesel,Individual,Manual,First Owner,21.2,800.0,58.3,5
Ford Figo,Ford,Figo,2016,2.45,80923,Petrol,Individual,Manual,First Owner,19.5,1085.0,69.7,5
Renault Kwid,Renault,Kwid,2020,3.31,54915,Petrol,Individual,Manual,First Owner,15.6,1251.0,81.3,5
Hyundai Verna,Hyundai,Verna,2012,2.32,153584,Petrol,Individual,Manual,First Owner,20.2,853.0,79.6,5
Maruti Wagon R,Maruti,Wagon R,2015,1.81,115685,Petrol,Individual,Manual,First Owner,18.3,1429.0,103.4,5
Maruti Swift,Maruti,Swift,2019,2.36,110290,Petrol,Individual,Manual,First Owner,14.2,1510.0,109.8,5
Maruti Dzire,Maruti,Dzire,2020,3.59,72760,Petrol,Individual,Automatic,Second Owner,17.4,1015.0,56.8,5
Volkswagen Vento,Volkswagen,Vento,2013,2.46,148273,Petrol,Individual,Manual,First Owner,15.6,1454.0,93.8,5
Mahindra XUV500,Mahindra,XUV500,2022,6.78,68017,Petrol,Individual,Manual,First Owner,18.1,1162.0,,5
Maruti Dzire,Maruti,Dzire,2019,2.74,74884,Petrol,Dealer,Manual,First Owner,17.5,1601.0,107.4,5
Volkswagen Taigun,Volkswagen,Taigun,2015,2.69,108178,Petrol,Individual,Manual,First Owner,13.7,1912.0,128.6,5
Maruti Dzire,Maruti,Dzire,2021,4.18,51664,Petrol,Individual,Manual,Second Owner,20.6,817.0,62.5,5
Toyota Innova,Toyota,Innova,2024,9.87,102265,Petrol,Trustmark Dealer,Manual,First Owner,21.3,1469.0,88.8,7
Volkswagen Vento,Volkswagen,Vento,2017,2.9,101879,Petrol,Individual,Manual,First Owner,13.9,1657.0,100.8,5
Hyundai i20,Hyundai,i20,2015,3.03,131179,Petrol,Dealer,Automatic,Third Owner,18.9,860.0,67.3,5
Maruti Swift,Maruti,Swift,2015,1.64,105188,Petrol,Individual,Manual,First Owner,20.8,999.0,75.7,5
Toyota Fortuner,Toyota,Fortuner,2019,6.88,67857,Diesel,Dealer,Manual,First Owner,21.4,995.0,70.9,5
Mahindra Bolero,Mahindra,Bolero,2012,3.34,131354,Petrol,Individual,Automatic,First Owner,19.4,1154.0,79.5,5
Hyundai Creta,Hyundai,Creta,2018,3.19,121726,Diesel,Individual,Manual,Third Owner,22.6,1075.0,74.5,7
Maruti Swift,Maruti,Swift,2012,2.18,125043,Diesel,Individual,Manual,First Owner,19.4,1131.0,79.4,5
Maruti Swift,Maruti,Swift,2012,2.03,117348,Petrol,Dealer,Manual,First Owner,12.8,1493.0,102.8,5
Honda WR-V,Honda,WR-V,2017,3.24,107420,Petrol,Dealer,Manual,First Owner,20.7,800.0,64.0,5
Toyota Etios,Toyota,Etios,2021,9.01,88978,Petrol,Dealer,Automatic,First Owner,19.1,859.0,62.4,7
Volkswagen Vento,Volkswagen,Vento,2023,6.75,101142,Petrol,Individual,Manual,First Owner,19.8,1434.0,93.5,5
Volkswagen Taigun,Volkswagen,Taigun,2013,2.52,137782,Petrol,Dealer,Manual,First Owner,19.2,1393.0,90.9,7
Kia Sonet,Kia,Sonet,2015,3.26,131167,Petrol,Individual,Automatic,First Owner,17.2,830.0,54.4,5
Volkswagen Vento,Volkswagen,Vento,2017,2.66,119824,Diesel,Individual,Manual,First Owner,19.9,1396.0,85.4,7
