car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,car_age,price_per_10k_km,price_segment,mileage_category,age_group
Tata Tiago,Tata,Tiago,2024,5.21,85369,Petrol,Trustmark Dealer,Manual,First Owner,22.2,960.0,50.7,5,1,0.6102917921025197,Mid-range,High,0-3 years
Honda Amaze,Honda,Amaze,2014,3.14,105940,Diesel,Dealer,Manual,Second Owner,19.4,1244.0,84.6,5,11,0.2963941853879555,Budget,High,8-12 years
Tata Tiago,Tata,Tiago,2023,6.27,63130,CNG,Individual,Automatic,First Owner,16.6,1264.0,81.9,5,2,0.9931886583240931,Mid-range,Medium,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2016,2.65,113162,Diesel,Trustmark Dealer,Manual,First Owner,17.0,1325.0,67.4,7,9,0.23417755076792562,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2019,4.24,124578,Petrol,Individual,Manual,Second Owner,24.4,800.0,60.5,5,6,0.3403490182857326,Mid-range,High,4-7 years
Tata Nexon,Tata,Nexon,2014,2.01,133125,Diesel,Individual,Manual,Third Owner,20.8,876.0,68.0,5,11,0.15098591549295773,Budget,High,8-12 years
Toyota Glanza,Toyota,Glanza,2021,8.4,81878,Petrol,Dealer,Automatic,First Owner,20.9,800.0,63.4,5,4,1.0259166076357509,Premium,High,4-7 years
Kia Seltos,Kia,Seltos,2016,3.33,106102,Petrol,Dealer,Manual,First Owner,16.5,1212.0,72.1,5,9,0.3138489378145558,Budget,Medium,8-12 years
Mahindra Scorpio,Mahindra,Scorpio,2023,7.09,63887,Petrol,Dealer,Manual,Second Owner,19.9,885.0,69.9,5,2,1.1097719410834754,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2013,1.92,158701,CNG,Individual,Manual,First Owner,20.7,1026.0,71.5,7,12,0.12098222443462862,Budget,High,8-12 years
Tata Tiago,Tata,Tiago,2018,2.6,97581,Petrol,Individual,Manual,Second Owner,20.6,800.0,63.7,5,7,0.2664453120996915,Budget,High,4-7 years
Maruti Dzire,Maruti,Dzire,2014,2.63,114810,CNG,Individual,Automatic,First Owner,18.1,1214.0,72.2,7,11,0.22907412246320005,Budget,High,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2023,5.87,52580,Petrol,Individual,Manual,First Owner,19.9,807.0,62.4,5,2,1.1163940661848613,Mid-range,High,0-3 years
Hyundai Creta,Hyundai,Creta,2017,2.92,91817,Petrol,Dealer,Manual,Second Owner,19.2,1465.0,104.4,5,8,0.318023895357069,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2020,3.49,53653,Petrol,Individual,Manual,Third Owner,18.7,1368.0,88.6,5,5,0.6504762082269397,Budget,High,4-7 years
Volkswagen Virtus,Volkswagen,Virtus,2023,7.37,48491,Diesel,Individual,Automatic,First Owner,19.1,1253.0,86.2,5,2,1.5198696665360583,Mid-range,High,0-3 years
Honda WR-V,Honda,WR-V,2018,3.4,130465,Petrol,Individual,Automatic,Second Owner,19.8,1214.0,85.2,5,7,0.2606062928754838,Budget,High,4-7 years
Kia Sonet,Kia,Sonet,2012,3.98,131954,Petrol,Dealer,Automatic,First Owner,18.2,800.0,57.9,5,13,0.3016202616063174,Budget,High,13+ years
Maruti Wagon R,Maruti,Wagon R,2014,1.85,138997,Petrol,Dealer,Automatic,First Owner,19.8,1040.0,63.2,5,11,0.13309639776398052,Budget,High,8-12 years
Maruti Dzire,Maruti,Dzire,2014,1.93,68967,Petrol,Individual,Automatic,First Owner,22.0,933.0,71.7,5,11,0.2798439833543579,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2023,4.89,77502,Petrol,Individual,Manual,Second Owner,17.3,1287.0,97.3,5,2,0.6309514593171789,Mid-range,Medium,0-3 years
Maruti Dzire,Maruti,Dzire,2023,5.29,61450,Petrol,Trustmark Dealer,Manual,First Owner,19.1,1417.0,103.2,5,2,0.8608624898291294,Mid-range,High,0-3 years
Hyundai Verna,Hyundai,Verna,2018,3.7,86908,Petrol,Individual,Manual,First Owner,18.8,1314.0,93.0,5,7,0.42573756155935016,Budget,High,4-7 years
Mahindra XUV500,Mahindra,XUV500,2023,6.69,68981,Electric,Individual,Manual,Second Owner,17.5,1642.0,86.6,5,2,0.969832272654789,Mid-range,Medium,0-3 years
Hyundai i20,Hyundai,i20,2015,2.71,106091,Petrol,Individual,Manual,First Owner,19.5,1001.0,65.0,5,10,0.2554410835980432,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2020,2.95,37774,Petrol,Trustmark Dealer,Manual,First Owner,21.3,987.0,64.6,5,5,0.7809604489860751,Budget,High,4-7 years
Honda Amaze,Honda,Amaze,2017,2.84,124289,Petrol,Dealer,Manual,First Owner,13.4,1563.0,101.3,5,8,0.22849970632960276,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2015,2.44,122346,Petrol,Individual,Manual,Second Owner,18.1,1258.0,97.7,5,10,0.1994343909894888,Budget,High,8-12 years
Toyota Etios,Toyota,Etios,2015,4.63,110093,Diesel,Individual,Manual,First Owner,20.2,1114.0,67.6,5,10,0.4205535320138428,Mid-range,High,8-12 years
Tata Tiago,Tata,Tiago,2017,2.7,82743,Petrol,Individual,Manual,Second Owner,15.3,1846.0,134.5,5,8,0.3263115913128603,Budget,Medium,8-12 years
Renault Triber,Renault,Triber,2016,2.38,78163,Petrol,Individual,Manual,First Owner,19.4,1402.0,89.1,5,9,0.3044918951422028,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2014,1.89,128425,Diesel,Individual,Manual,First Owner,18.4,1133.0,71.2,5,11,0.14716760755304653,Budget,High,8-12 years
Tata Altroz,Tata,Altroz,2016,2.06,145995,Petrol,Individual,Manual,Second Owner,18.6,960.0,74.6,5,9,0.14110072262748724,Budget,High,8-12 years
Ford Figo,Ford,Figo,2013,2.08,134469,CNG,Individual,Manual,First Owner,12.5,1664.0,113.9,5,12,0.15468249187545086,Budget,Medium,8-12 years
Renault Triber,Renault,Triber,2024,6.14,28079,Electric,Individual,Manual,First Owner,17.4,1272.0,90.2,5,1,2.186687560098294,Mid-range,Medium,0-3 years
Tata Tiago,Tata,Tiago,2016,2.62,115452,Petrol,Individual,Automatic,First Owner,19.3,1209.0,75.3,7,9,0.22693413713058241,Budget,High,8-12 years
Honda Jazz,Honda,Jazz,2013,2.75,128826,Petrol,Individual,Manual,First Owner,18.5,1437.0,98.1,5,12,0.21346622576188037,Budget,High,8-12 years
Maruti Wagon R,Maruti,Wagon R,2019,2.83,110008,Petrol,Dealer,Manual,First Owner,13.8,1508.0,89.7,5,6,0.25725401788960806,Budget,Medium,4-7 years
Maruti Baleno,Maruti,Baleno,2023,5.51,78348,Petrol,Individual,Automatic,Third Owner,19.6,1392.0,85.2,5,2,0.7032725787512125,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2016,2.13,44811,Petrol,Dealer,Automatic,First Owner,14.7,1509.0,97.2,5,9,0.4753297181495615,Budget,Medium,8-12 years
Ford Endeavour,Ford,Endeavour,2022,5.7,83495,Diesel,Trustmark Dealer,Manual,First Owner,17.2,1358.0,83.1,5,3,0.6826756093179231,Mid-range,Medium,0-3 years
Hyundai Verna,Hyundai,Verna,2019,3.65,68923,Petrol,Trustmark Dealer,Manual,First Owner,16.1,1394.0,100.1,5,6,0.5295764839023258,Budget,Medium,4-7 years
Ford Figo,Ford,Figo,2021,5.4,46721,Petrol,Individual,Manual,First Owner,20.6,944.0,62.3,5,4,1.1557971789987371,Mid-range,High,4-7 years
Maruti Baleno,Maruti,Baleno,2015,2.05,112853,Petrol,Individual,Manual,First Owner,15.0,1834.0,114.1,5,10,0.18165223786695966,Budget,Medium,8-12 years
Renault Duster,Renault,Duster,2012,2.37,145541,Electric,Dealer,Manual,Third Owner,21.9,800.0,52.0,5,13,0.16284071155207125,Budget,High,13+ years
Renault Duster,Renault,Duster,2016,2.32,74403,CNG,Individual,Automatic,First Owner,21.4,1308.0,95.2,7,9,0.3118153837882881,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2024,6.27,74000,Petrol,Individual,Automatic,Second Owner,21.4,800.0,53.7,7,1,0.8472972972972972,Mid-range,High,0-3 years
Maruti Swift,Maruti,Swift,2022,4.98,88293,Diesel,Individual,Manual,First Owner,17.4,1166.0,88.3,5,3,0.5640311236451361,Mid-range,Medium,0-3 years
Maruti Wagon R,Maruti,Wagon R,2022,4.31,72533,Petrol,Dealer,Manual,First Owner,20.4,1000.0,81.9,7,3,0.5942122895785366,Mid-range,High,0-3 years
Renault Kiger,Renault,Kiger,2023,6.52,45912,Diesel,Dealer,Automatic,Second Owner,22.0,1248.0,80.1,5,2,1.4201080327583202,Mid-range,High,0-3 years
Hyundai i20,Hyundai,i20,2016,3.01,88953,Diesel,Individual,Automatic,First Owner,18.3,1320.0,87.8,5,9,0.3383809427450451,Budget,High,8-12 years
Honda Jazz,Honda,Jazz,2016,2.54,133070,CNG,Trustmark Dealer,Automatic,Second Owner,18.3,865.0,58.8,5,9,0.19087698203952808,Budget,High,8-12 years
Tata Tiago,Tata,Tiago,2024,6.67,25253,Petrol,Dealer,Manual,Second Owner,15.2,1190.0,84.8,5,1,2.6412703441175305,Mid-range,Medium,0-3 years
Volkswagen Virtus,Volkswagen,Virtus,2019,3.48,114418,Petrol,Individual,Manual,Second Owner,16.4,1688.0,106.3,5,6,0.30414794874932266,Budget,Medium,4-7 years
Honda WR-V,Honda,WR-V,2015,3.71,113365,Electric,Individual,Automatic,First Owner,20.0,800.0,55.7,5,10,0.3272615004631059,Budget,High,8-12 years
Honda Amaze,Honda,Amaze,2015,3.18,114891,Petrol,Individual,Automatic,First Owner,18.6,901.0,64.9,5,10,0.2767840823040969,Budget,High,8-12 years
Mahindra Bolero,Mahindra,Bolero,2023,7.52,27422,Petrol,Trustmark Dealer,Manual,First Owner,16.6,1214.0,84.9,7,2,2.742323681715411,Mid-range,Medium,0-3 years
Maruti Dzire,Maruti,Dzire,2012,1.97,133272,Diesel,Dealer,Manual,Third Owner,18.4,1227.0,81.9,5,13,0.147817996278288,Budget,High,13+ years
Renault Triber,Renault,Triber,2012,2.22,149998,Diesel,Dealer,Manual,First Owner,18.3,1253.0,89.1,5,13,0.1480019733596448,Budget,High,13+ years
Maruti Baleno,Maruti,Baleno,2021,4.27,48598,Diesel,Dealer,Manual,First Owner,18.3,1558.0,101.8,5,4,0.8786369809457178,Mid-range,High,4-7 years
Tata Tiago,Tata,Tiago,2012,2.33,147469,Diesel,Individual,Automatic,First Owner,19.5,922.0,73.3,7,13,0.15799930832920817,Budget,High,13+ years
Kia Sonet,Kia,Sonet,2014,3.13,125458,Diesel,Trustmark Dealer,Manual,First Owner,20.7,1018.0,68.0,5,11,0.24948588372204242,Budget,High,8-12 years
Ford Endeavour,Ford,Endeavour,2024,6.91,44337,Petrol,Trustmark Dealer,Manual,First Owner,20.0,975.0,65.0,5,1,1.5585177165798318,Mid-range,High,0-3 years
Ford Aspire,Ford,Aspire,2017,2.64,122802,Diesel,Dealer,Manual,First Owner,19.8,1078.0,65.4,5,8,0.2149802120486637,Budget,High,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2021,7.01,29550,Diesel,Individual,Manual,First Owner,17.7,1669.0,103.5,5,4,2.3722504230118444,Mid-range,Medium,4-7 years
Tata Harrier,Tata,Harrier,2018,3.07,105126,CNG,Individual,Automatic,Second Owner,21.7,800.0,74.7,5,7,0.2920305157620379,Budget,High,4-7 years
Tata Nexon,Tata,Nexon,2013,2.05,165627,Petrol,Individual,Manual,First Owner,20.5,800.0,61.2,5,12,0.12377209029928694,Budget,High,8-12 years
Honda WR-V,Honda,WR-V,2014,2.52,155178,Petrol,Individual,Manual,First Owner,16.4,800.0,54.3,5,11,0.16239415381046282,Budget,Medium,8-12 years
Tata Altroz,Tata,Altroz,2021,5.3,86575,Diesel,Dealer,Automatic,First Owner,16.6,1691.0,100.0,7,4,0.612185965925498,Mid-range,Medium,4-7 years
Hyundai Verna,Hyundai,Verna,2013,2.27,123363,Petrol,Dealer,Manual,First Owner,17.7,985.0,56.4,5,12,0.1840097922391641,Budget,Medium,8-12 years
Hyundai Verna,Hyundai,Verna,2019,3.85,77012,Petrol,Trustmark Dealer,Manual,First Owner,18.8,1086.0,68.1,5,6,0.49992209006388616,Budget,High,4-7 years
Hyundai i20,Hyundai,i20,2016,2.86,103835,Diesel,Individual,Manual,First Owner,21.3,800.0,65.1,5,9,0.27543699138055566,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2016,2.12,122463,Petrol,Individual,Manual,First Owner,21.5,1108.0,72.5,5,9,0.17311351183622808,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2024,5.6,40740,Petrol,Individual,Manual,Second Owner,20.3,1503.0,90.0,5,1,1.3745704467353952,Mid-range,High,0-3 years
Kia Sonet,Kia,Sonet,2019,5.16,107663,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1289.0,79.1,7,6,0.47927328794479074,Mid-range,Medium,4-7 years
Toyota Glanza,Toyota,Glanza,2019,5.95,137929,Petrol,Dealer,Manual,First Owner,15.9,1162.0,84.1,5,6,0.4313813628751024,Mid-range,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2016,2.17,109138,Diesel,Individual,Manual,First Owner,21.2,800.0,58.3,5,9,0.19883083802158733,Budget,High,8-12 years
Ford Figo,Ford,Figo,2016,2.45,80923,Petrol,Individual,Manual,First Owner,19.5,1085.0,69.7,5,9,0.30275694178416523,Budget,High,8-12 years
Renault Kwid,Renault,Kwid,2020,3.31,54915,Petrol,Individual,Manual,First Owner,15.6,1251.0,81.3,5,5,0.6027497040881362,Budget,Medium,4-7 years
Hyundai Verna,Hyundai,Verna,2012,2.32,153584,Petrol,Individual,Manual,First Owner,20.2,853.0,79.6,5,13,0.1510574018126888,Budget,High,13+ years
Maruti Wagon R,Maruti,Wagon R,2015,1.81,115685,Petrol,Individual,Manual,First Owner,18.3,1429.0,103.4,5,10,0.15645935082335652,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2019,2.36,110290,Petrol,Individual,Manual,First Owner,14.2,1510.0,109.8,5,6,0.21398132196935352,Budget,Medium,4-7 years
Maruti Dzire,Maruti,Dzire,2020,3.59,72760,Petrol,Individual,Automatic,Second Owner,17.4,1015.0,56.8,5,5,0.49340296866410116,Budget,Medium,4-7 years
Volkswagen Vento,Volkswagen,Vento,2013,2.46,148273,Petrol,Individual,Manual,First Owner,15.6,1454.0,93.8,5,12,0.16591017919648218,Budget,Medium,8-12 years
Mahindra XUV500,Mahindra,XUV500,2022,6.78,68017,Petrol,Individual,Manual,First Owner,18.1,1162.0,81.9,5,3,0.9968096211241307,Mid-range,High,0-3 years
Maruti Dzire,Maruti,Dzire,2019,2.74,74884,Petrol,Dealer,Manual,First Owner,17.5,1601.0,107.4,5,6,0.365899257518295,Budget,Medium,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2015,2.69,108178,Petrol,Individual,Manual,First Owner,13.7,1912.0,128.6,5,10,0.24866423856976463,Budget,Medium,8-12 years
Maruti Dzire,Maruti,Dzire,2021,4.18,51664,Petrol,Individual,Manual,Second Owner,20.6,817.0,62.5,5,4,0.8090740167234437,Mid-range,High,4-7 years
Toyota Innova,Toyota,Innova,2024,9.87,102265,Petrol,Trustmark Dealer,Manual,First Owner,21.3,1469.0,88.8,7,1,0.9651395883244511,Premium,High,0-3 years
Volkswagen Vento,Volkswagen,Vento,2017,2.9,101879,Petrol,Individual,Manual,First Owner,13.9,1657.0,100.8,5,8,0.28465140019042195,Budget,Medium,8-12 years
Hyundai i20,Hyundai,i20,2015,3.03,131179,Petrol,Dealer,Automatic,Third Owner,18.9,860.0,67.3,5,10,0.23098209317040072,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2015,1.64,105188,Petrol,Individual,Manual,First Owner,20.8,999.0,75.7,5,10,0.15591132068296762,Budget,High,8-12 years
Toyota Fortuner,Toyota,Fortuner,2019,6.88,67857,Diesel,Dealer,Manual,First Owner,21.4,995.0,70.9,5,6,1.0138968713618344,Mid-range,High,4-7 years
Mahindra Bolero,Mahindra,Bolero,2012,3.34,131354,Petrol,Individual,Automatic,First Owner,19.4,1154.0,79.5,5,13,0.25427470804086666,Budget,High,13+ years
Hyundai Creta,Hyundai,Creta,2018,3.19,121726,Diesel,Individual,Manual,Third Owner,22.6,1075.0,74.5,7,7,0.26206397975781676,Budget,High,4-7 years
Maruti Swift,Maruti,Swift,2012,2.18,125043,Diesel,Individual,Manual,First Owner,19.4,1131.0,79.4,5,13,0.17434002703070145,Budget,High,13+ years
Maruti Swift,Maruti,Swift,2012,2.03,117348,Petrol,Dealer,Manual,First Owner,12.8,1493.0,102.8,5,13,0.17298973991887376,Budget,Medium,13+ years
Honda WR-V,Honda,WR-V,2017,3.24,107420,Petrol,Dealer,Manual,First Owner,20.7,800.0,64.0,5,8,0.3016198100912307,Budget,High,8-12 years
Toyota Etios,Toyota,Etios,2021,9.01,88978,Petrol,Dealer,Automatic,First Owner,19.1,859.0,62.4,7,4,1.0126098586167367,Premium,High,4-7 years
Volkswagen Vento,Volkswagen,Vento,2023,6.75,101142,Petrol,Individual,Manual,First Owner,19.8,1434.0,93.5,5,2,0.6673785371062466,Mid-range,High,0-3 years
Volkswagen Taigun,Volkswagen,Taigun,2013,2.52,137782,Petrol,Dealer,Manual,First Owner,19.2,1393.0,90.9,7,12,0.18289762087936015,Budget,High,8-12 years
Kia Sonet,Kia,Sonet,2015,3.26,131167,Petrol,Individual,Automatic,First Owner,17.2,830.0,54.4,5,10,0.24853812315597673,Budget,Medium,8-12 years
Volkswagen Vento,Volkswagen,Vento,2017,2.66,119824,Diesel,Individual,Manual,First Owner,19.9,1396.0,85.4,7,8,0.22199225530778477,Budget,High,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2019,4.42,65633,Petrol,Individual,Manual,First Owner,17.6,1664.0,110.9,5,6,0.6734417137720354,Mid-range,Medium,4-7 years
Honda Jazz,Honda,Jazz,2024,8.4,37306,Diesel,Individual,Manual,Second Owner,17.8,1183.0,74.4,7,1,2.2516485283868546,Premium,Medium,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2020,4.63,60654,Diesel,Dealer,Manual,Second Owner,20.1,847.0,68.1,7,5,0.7633461931612094,Mid-range,High,4-7 years
Hyundai Creta,Hyundai,Creta,2018,3.98,68192,Petrol,Individual,Manual,Second Owner,19.4,1506.0,97.4,7,7,0.583646175504458,Budget,High,4-7 years
Kia Sonet,Kia,Sonet,2012,3.28,154000,CNG,Individual,Manual,Third Owner,11.0,1803.0,120.7,7,13,0.21298701298701297,Budget,Low,13+ years
Ford Aspire,Ford,Aspire,2013,2.71,136381,Electric,Trustmark Dealer,Manual,First Owner,20.9,890.0,69.0,5,12,0.1987080311773634,Budget,High,8-12 years
Mahindra Thar,Mahindra,Thar,2013,2.89,131748,Petrol,Dealer,Manual,Second Owner,20.4,1214.0,88.5,5,12,0.2193581686249507,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2020,3.81,27460,Petrol,Individual,Manual,First Owner,16.0,1582.0,98.2,5,5,1.3874726875455208,Budget,Medium,4-7 years
Honda Amaze,Honda,Amaze,2016,2.75,155720,Petrol,Trustmark Dealer,Automatic,Second Owner,19.4,1240.0,86.5,5,9,0.1765990238890316,Budget,High,8-12 years
Honda WR-V,Honda,WR-V,2015,3.27,97326,Petrol,Individual,Manual,First Owner,20.8,800.0,64.9,5,10,0.33598421798902656,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2020,3.11,129639,Petrol,Dealer,Automatic,First Owner,15.9,1355.0,77.1,5,5,0.23989694459229088,Budget,Medium,4-7 years
Hyundai Verna,Hyundai,Verna,2022,6.12,39616,Petrol,Individual,Manual,First Owner,18.6,857.0,75.7,5,3,1.5448303715670437,Mid-range,High,0-3 years
Honda WR-V,Honda,WR-V,2017,2.97,86127,Petrol,Individual,Automatic,Second Owner,22.0,800.0,77.1,5,8,0.34483959733881364,Budget,High,8-12 years
Maruti Swift,Maruti,Swift,2023,5.26,16537,Diesel,Trustmark Dealer,Automatic,Second Owner,19.3,800.0,66.6,7,2,3.1807462054786235,Mid-range,High,0-3 years
Kia Seltos,Kia,Seltos,2021,6.14,85966,Petrol,Individual,Manual,Second Owner,13.0,1617.0,81.9,5,4,0.7142358606891096,Mid-range,Medium,4-7 years
Maruti Dzire,Maruti,Dzire,2021,4.13,53772,Petrol,Dealer,Manual,First Owner,20.2,908.0,69.7,5,4,0.7680577252101465,Mid-range,High,4-7 years
Maruti Dzire,Maruti,Dzire,2023,4.93,41393,Petrol,Individual,Automatic,First Owner,16.7,1317.0,84.8,7,2,1.191022636677699,Mid-range,Medium,0-3 years
Volkswagen Virtus,Volkswagen,Virtus,2014,3.38,93304,Diesel,Individual,Automatic,Third Owner,14.8,1403.0,91.3,5,11,0.36225670925147907,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2021,3.69,95101,Diesel,Trustmark Dealer,Manual,First Owner,18.2,1257.0,91.9,5,4,0.38800853829086973,Budget,High,4-7 years
Kia Seltos,Kia,Seltos,2024,10.1,74152,Petrol,Individual,Automatic,First Owner,19.3,1304.0,78.9,5,1,1.3620671054051139,Premium,High,0-3 years
Ford Aspire,Ford,Aspire,2024,6.47,98364,Diesel,Dealer,Manual,First Owner,17.6,1333.0,79.8,5,1,0.6577609694603717,Mid-range,Medium,0-3 years
Maruti Swift,Maruti,Swift,2019,2.56,75914,Petrol,Dealer,Manual,First Owner,15.9,1248.0,80.5,5,6,0.337223700503201,Budget,Medium,4-7 years
Ford EcoSport,Ford,EcoSport,2021,4.9,82814,Diesel,Individual,Manual,Second Owner,20.8,934.0,71.6,5,4,0.5916873958509431,Mid-range,High,4-7 years
Toyota Etios,Toyota,Etios,2023,12.2,36634,Diesel,Individual,Automatic,First Owner,22.1,903.0,57.7,5,2,3.3302396680679145,Premium,High,0-3 years
Volkswagen Vento,Volkswagen,Vento,2023,6.79,57629,Petrol,Individual,Manual,Second Owner,23.0,1163.0,77.2,7,2,1.1782262402609798,Mid-range,High,0-3 years
Renault Kiger,Renault,Kiger,2023,4.94,53585,Diesel,Individual,Manual,Second Owner,21.5,1156.0,77.7,7,2,0.9218997853877018,Mid-range,High,0-3 years
Ford Aspire,Ford,Aspire,2022,4.8,81717,CNG,Individual,Manual,First Owner,15.5,1350.0,81.2,5,3,0.5873930761041154,Mid-range,Medium,0-3 years
Toyota Glanza,Toyota,Glanza,2016,4.43,132874,Diesel,Individual,Manual,First Owner,17.9,1586.0,82.7,7,9,0.3333985580324217,Mid-range,Medium,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2021,5.34,99803,Petrol,Dealer,Manual,First Owner,18.2,1320.0,79.4,5,4,0.5350540564912878,Mid-range,High,4-7 years
Ford Endeavour,Ford,Endeavour,2017,2.61,85458,Diesel,Individual,Manual,First Owner,17.6,916.0,67.5,5,8,0.30541318542441903,Budget,Medium,8-12 years
Mahindra Thar,Mahindra,Thar,2022,5.91,93466,Petrol,Dealer,Automatic,First Owner,21.1,800.0,62.9,5,3,0.6323154944043823,Mid-range,High,0-3 years
Toyota Glanza,Toyota,Glanza,2022,9.2,70530,Diesel,Individual,Manual,Second Owner,23.7,931.0,70.2,5,3,1.3044094711470295,Premium,High,0-3 years
Ford Figo,Ford,Figo,2024,6.12,51358,Diesel,Individual,Manual,First Owner,22.9,800.0,63.9,5,1,1.1916351882861482,Mid-range,High,0-3 years
Tata Altroz,Tata,Altroz,2019,3.49,75412,Petrol,Individual,Manual,First Owner,17.7,944.0,61.9,7,6,0.46279106773457807,Budget,Medium,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2018,3.05,85181,Petrol,Individual,Manual,Second Owner,17.9,1285.0,79.0,5,7,0.3580610699569152,Budget,Medium,4-7 years
Mahindra Thar,Mahindra,Thar,2014,2.85,161830,Petrol,Dealer,Manual,Third Owner,19.2,1230.0,85.7,5,11,0.17611073348575668,Budget,High,8-12 years
Maruti Baleno,Maruti,Baleno,2020,3.41,91263,Petrol,Individual,Manual,First Owner,11.3,1850.0,115.1,5,5,0.3736453984637805,Budget,Low,4-7 years
Hyundai Creta,Hyundai,Creta,2019,4.17,94841,Petrol,Dealer,Manual,First Owner,14.0,1369.0,97.6,5,6,0.43968325934985925,Mid-range,Medium,4-7 years
Honda Amaze,Honda,Amaze,2018,2.92,91730,Petrol,Dealer,Manual,First Owner,14.9,1868.0,120.8,5,7,0.3183255205494386,Budget,Medium,4-7 years
Honda WR-V,Honda,WR-V,2020,3.93,138311,Diesel,Individual,Manual,First Owner,17.3,1450.0,105.0,5,5,0.28414225911171204,Budget,Medium,4-7 years
Honda Jazz,Honda,Jazz,2023,7.71,93710,Petrol,Dealer,Automatic,First Owner,12.5,1580.0,98.2,5,2,0.8227510404439227,Mid-range,Medium,0-3 years
Maruti Baleno,Maruti,Baleno,2013,1.8,114136,Petrol,Trustmark Dealer,Manual,First Owner,19.8,1074.0,82.6,5,12,0.15770659564028877,Budget,High,8-12 years
Tata Harrier,Tata,Harrier,2017,2.23,97980,Diesel,Individual,Manual,First Owner,22.6,824.0,76.6,5,8,0.2275974688711982,Budget,High,8-12 years
Toyota Etios,Toyota,Etios,2021,7.97,73286,Petrol,Trustmark Dealer,Manual,First Owner,18.8,1043.0,72.8,7,4,1.0875201266271866,Mid-range,High,4-7 years
Toyota Etios,Toyota,Etios,2022,9.21,74709,Petrol,Individual,Manual,First Owner,18.5,1196.0,84.8,5,3,1.2327831988113882,Premium,High,0-3 years
Toyota Etios,Toyota,Etios,2022,9.46,56073,Diesel,Dealer,Manual,Second Owner,20.7,980.0,61.5,7,3,1.687086476557345,Premium,High,0-3 years
Ford EcoSport,Ford,EcoSport,2022,6.07,81153,Electric,Individual,Manual,First Owner,21.2,850.0,81.9,7,3,0.7479698840461845,Mid-range,High,0-3 years
